id,element,type,outboundDegree,inboundDegree,diagram,useCase,model
919,display dropdown,control,1,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
920,Remove request,control,2,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
921,status of the payment,boundary,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
922,Close out confirmation,boundary,1,3,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
923,check payment,control,2,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
924,remove request button,boundary,2,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
925,request,entity,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
926,check payment exists,control,3,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
927,dropdown for retrieve and invalid,boundary,1,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
928,Valet,actor,9,0,Retrieve and Return Vehicle,Retrieve and Return Vehicle,s15b_snap_valet
929,server error,boundary,0,2,Check in as customer,Check in as customer,s15b_snap_valet
930,Redirect to venue list,control,1,1,Check in as customer,Check in as customer,s15b_snap_valet
931,display confirmation prompt,control,4,1,Check in as customer,Check in as customer,s15b_snap_valet
932,Redirect to vehicle request screen,control,1,1,Check in as customer,Check in as customer,s15b_snap_valet
933,confirmation prompt,boundary,2,2,Check in as customer,Check in as customer,s15b_snap_valet
934,Advertisement for random venue,boundary,0,3,Check in as customer,Check in as customer,s15b_snap_valet
935,Vehicle request screen,boundary,3,2,Check in as customer,Check in as customer,s15b_snap_valet
936,venue,entity,0,3,Check in as customer,Check in as customer,s15b_snap_valet
937,pull advertisement for random venue,control,2,1,Check in as customer,Check in as customer,s15b_snap_valet
938,venue list,boundary,1,2,Check in as customer,Check in as customer,s15b_snap_valet
939,Valet,actor,7,0,Check in as customer,Check in as customer,s15b_snap_valet
940,alert successful in submission,control,1,1,Request and Pay,Request and Pay,s15b_snap_valet
941,request queue,entity,0,1,Request and Pay,Request and Pay,s15b_snap_valet
942,Thirdparty payment,actor,1,1,Request and Pay,Request and Pay,s15b_snap_valet
943,payment page,boundary,1,2,Request and Pay,Request and Pay,s15b_snap_valet
944,make payment,control,1,1,Request and Pay,Request and Pay,s15b_snap_valet
945,vidate ticket,control,4,1,Request and Pay,Request and Pay,s15b_snap_valet
946,update request queue,control,2,1,Request and Pay,Request and Pay,s15b_snap_valet
947,invalid ticket number,boundary,0,2,Request and Pay,Request and Pay,s15b_snap_valet
948,error when submitting,boundary,0,3,Request and Pay,Request and Pay,s15b_snap_valet
949,successful payment alert,boundary,1,2,Request and Pay,Request and Pay,s15b_snap_valet
950,ticket,entity,0,1,Request and Pay,Request and Pay,s15b_snap_valet
951,ticket input page,boundary,1,1,Request and Pay,Request and Pay,s15b_snap_valet
952,Customer,actor,5,0,Request and Pay,Request and Pay,s15b_snap_valet
953,confirmation dialog,boundary,1,2,Remove Employee,Remove Employee,s15b_snap_valet
954,remove valet from db,control,3,1,Remove Employee,Remove Employee,s15b_snap_valet
955,prompt requesting confirmation,control,1,1,Remove Employee,Remove Employee,s15b_snap_valet
956,manage empolyee table,boundary,1,2,Remove Employee,Remove Employee,s15b_snap_valet
957,system error when connecting server,boundary,1,3,Remove Employee,Remove Employee,s15b_snap_valet
958,valet,entity,0,2,Remove Employee,Remove Employee,s15b_snap_valet
959,remove valet button,boundary,1,1,Remove Employee,Remove Employee,s15b_snap_valet
960,Valet,actor,5,0,Remove Employee,Remove Employee,s15b_snap_valet
961,update employee information,control,2,1,Add Employee,Add Employee,s15b_snap_valet
962,generate random empolyee id,control,3,1,Add Employee,Add Employee,s15b_snap_valet
963,input information invalid,boundary,1,2,Add Employee,Add Employee,s15b_snap_valet
964,validate the form,control,2,1,Add Employee,Add Employee,s15b_snap_valet
965,manage employee screen,boundary,0,3,Add Employee,Add Employee,s15b_snap_valet
966,system error when connecting server,boundary,0,3,Add Employee,Add Employee,s15b_snap_valet
967,employee,entity,0,2,Add Employee,Add Employee,s15b_snap_valet
968,valet information input page,boundary,1,1,Add Employee,Add Employee,s15b_snap_valet
969,Valet,actor,4,0,Add Employee,Add Employee,s15b_snap_valet
970,remove employee from db,control,4,1,Remove Location,Remove Location,s15b_snap_valet
971,remove confirmation dialog,boundary,1,2,Remove Location,Remove Location,s15b_snap_valet
972,displays a prompt for confirmation,control,1,1,Remove Location,Remove Location,s15b_snap_valet
973,manage employee screen,boundary,0,2,Remove Location,Remove Location,s15b_snap_valet
974,system error when connecting server,boundary,0,3,Remove Location,Remove Location,s15b_snap_valet
975,employee,entity,0,2,Remove Location,Remove Location,s15b_snap_valet
976,remove valet button,boundary,1,1,Remove Location,Remove Location,s15b_snap_valet
977,Valet,actor,4,0,Remove Location,Remove Location,s15b_snap_valet
978,Error message when connecting,boundary,0,2,Add location,Add location,s15b_snap_valet
979,redirect to addresss input page,control,1,1,Add location,Add location,s15b_snap_valet
980,Google Places API,actor,0,1,Add location,Add location,s15b_snap_valet
981,search for best match,control,3,1,Add location,Add location,s15b_snap_valet
982,validate the address form,control,2,1,Add location,Add location,s15b_snap_valet
983,address input dialog,boundary,1,3,Add location,Add location,s15b_snap_valet
984,displays a prompt for inputing address,control,1,1,Add location,Add location,s15b_snap_valet
985,Invalid input address,boundary,1,2,Add location,Add location,s15b_snap_valet
986,matched results for locations,boundary,0,2,Add location,Add location,s15b_snap_valet
987,Add location button,boundary,1,1,Add location,Add location,s15b_snap_valet
988,Valet,actor,5,0,Add location,Add location,s15b_snap_valet
989,system error when saving registration information,boundary,0,2,Register as Valet,Register as Valet,s15b_snap_valet
990,management empolyee page,boundary,0,2,Register as Valet,Register as Valet,s15b_snap_valet
991,duplicate registration information,boundary,0,2,Register as Valet,Register as Valet,s15b_snap_valet
992,navigate to manage employee page,control,1,1,Register as Valet,Register as Valet,s15b_snap_valet
993,successfully save registration information,boundary,1,2,Register as Valet,Register as Valet,s15b_snap_valet
994,save valet information,control,4,1,Register as Valet,Register as Valet,s15b_snap_valet
995,validate registration information,control,5,1,Register as Valet,Register as Valet,s15b_snap_valet
996,registration page,boundary,1,2,Register as Valet,Register as Valet,s15b_snap_valet
997,displays registration page,control,1,1,Register as Valet,Register as Valet,s15b_snap_valet
998,registration information invalid message,boundary,0,2,Register as Valet,Register as Valet,s15b_snap_valet
999,display spinner while saving information,boundary,0,2,Register as Valet,Register as Valet,s15b_snap_valet
1000,employee,entity,0,2,Register as Valet,Register as Valet,s15b_snap_valet
1001,register button,boundary,1,1,Register as Valet,Register as Valet,s15b_snap_valet
1002,Valet,actor,9,0,Register as Valet,Register as Valet,s15b_snap_valet
1003,system error when saving registration information,boundary,0,2,Register as Customer,Register as Customer,s15b_snap_valet
1004,main page,boundary,0,2,Register as Customer,Register as Customer,s15b_snap_valet
1005,duplicate registration information,boundary,0,2,Register as Customer,Register as Customer,s15b_snap_valet
1006,main page,control,1,1,Register as Customer,Register as Customer,s15b_snap_valet
1007,successfully save registration information,boundary,1,2,Register as Customer,Register as Customer,s15b_snap_valet
1008,save customer information,control,4,1,Register as Customer,Register as Customer,s15b_snap_valet
1009,validate registration information,control,5,1,Register as Customer,Register as Customer,s15b_snap_valet
1010,registration page,boundary,1,2,Register as Customer,Register as Customer,s15b_snap_valet
1011,displays registration page,control,1,1,Register as Customer,Register as Customer,s15b_snap_valet
1012,registration information invalid message,boundary,0,2,Register as Customer,Register as Customer,s15b_snap_valet
1013,display spinner while saving information,boundary,0,2,Register as Customer,Register as Customer,s15b_snap_valet
1014,customer,entity,0,2,Register as Customer,Register as Customer,s15b_snap_valet
1015,register button,boundary,1,1,Register as Customer,Register as Customer,s15b_snap_valet
1016,Customer,actor,9,0,Register as Customer,Register as Customer,s15b_snap_valet
1017,system error when saving registration information,boundary,0,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1018,duplicate registration information,boundary,0,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1019,successfully save registration information,boundary,1,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1020,save valet information,control,4,1,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1021,validate registration information,control,5,1,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1022,registration page,boundary,1,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1023,displays registration page,control,1,1,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1024,registration information invalid message,boundary,0,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1025,display spinner while saving information,boundary,0,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1026,employee,entity,0,2,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1027,register button,boundary,1,1,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1028,Valet company representative,actor,9,0,Register as Valet Company,Register as Valet Company,s15b_snap_valet
1029,Potential security error,boundary,0,2,start a thread,start a thread,S15b_we_are_trojans_network
1030,Invalid input thread information,boundary,0,2,start a thread,start a thread,S15b_we_are_trojans_network
1031,Thread is posted successfully,boundary,0,2,start a thread,start a thread,S15b_we_are_trojans_network
1032,thread,entity,0,1,start a thread,start a thread,S15b_we_are_trojans_network
1033,save thread,control,2,1,start a thread,start a thread,S15b_we_are_trojans_network
1034,Check SQL injections,control,2,1,start a thread,start a thread,S15b_we_are_trojans_network
1035,Check the input thread information,control,2,1,start a thread,start a thread,S15b_we_are_trojans_network
1036,thread information input page,boundary,1,2,start a thread,start a thread,S15b_we_are_trojans_network
1037,load thread information input page,control,1,1,start a thread,start a thread,S15b_we_are_trojans_network
1038,start a thread button,boundary,1,1,start a thread,start a thread,S15b_we_are_trojans_network
1039,User,actor,5,0,start a thread,start a thread,S15b_we_are_trojans_network
1040,validate search input,control,2,1,Search the forum,Search the forum,S15b_we_are_trojans_network
1041,Invalid search input,boundary,0,3,Search the forum,Search the forum,S15b_we_are_trojans_network
1042,No result matched message,boundary,0,2,Search the forum,Search the forum,S15b_we_are_trojans_network
1043,forum,entity,0,2,Search the forum,Search the forum,S15b_we_are_trojans_network
1044,search forum by input information,control,3,1,Search the forum,Search the forum,S15b_we_are_trojans_network
1045,search form page,boundary,1,2,Search the forum,Search the forum,S15b_we_are_trojans_network
1046,load search form page,control,1,1,Search the forum,Search the forum,S15b_we_are_trojans_network
1047,search forum button,boundary,1,1,Search the forum,Search the forum,S15b_we_are_trojans_network
1048,User,actor,5,0,Search the forum,Search the forum,S15b_we_are_trojans_network
1049,post is liked message,boundary,0,2,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
1050,grayed out post like button,boundary,0,2,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
1051,like post button,boundary,1,1,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
1052,post,entity,0,1,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
1053,update like number of the post,control,3,1,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
1054,update like number of thread,control,3,1,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
1055,thread,entity,0,1,Like a thread or a post,Like a thread or a post,S15b_we_are_trojans_network
